"signature","libraryName","placeName","allAuthorNames","allNotes","place"
"lat. qu. 686","Staatsbibliothek - Preußischer Kulturbesitz","Berlin","Rorgus Fretellus de Nazareth","Il manoscritto membranaceo è formato da 160 ff. e misura 220x154 mm. Il codice trasmette l'Haxameron di Ambrogio, ff. 1r-158r, e il Liber di Fretellus nella seconda redazione. Il codice proviene dall’abbazia cisterciense di Himmerod, come attesta una nota di possesso di XVI sec. al f. 84r. Sul manoscritto si alternano tre mani: alla seconda si deve la copiatura del f. 17r-17v e di Fretello.","http://www.wikidata.org/entity/Q64"
"theol. lat. 2° 706 (Phillipps 627)","Staatsbibliothek - Preußischer Kulturbesitz","Berlin","Sanctus Brendanus","Il manoscritto membranaceo e cartaceo è formato da VIII, 278 ff. e misura 300x210 mm. Trasmette il Legendarium di Hermann Greven, ff. 1r-272r, con all'interno la versione abbreviata della Navigatio. ","http://www.wikidata.org/entity/Q64"
"theol. lat. 4° 142 (Rose 797)","Staatsbibliothek - Preußischer Kulturbesitz","Berlin","Sanctus Brendanus","Il manoscritto membranaceo è formato da 197 ff. e misura 160x110 mm. Trasmette inoltre: Theodericus de Werden, omelia sull'Annunciazione, ff. 1r-37r; Vita Romani monachi, ff. 37v-46r; Ioannes de Novoforo, Epistola pseudo-Eusebii de morte Hieronymi, ff. 46v-80r, Epistola pseudo-Augustini ad Cyrillum Hierosolymitanum ep. de magnificentiis beati Hieronymi, ff. 80r-86v e Epistola pseudo-Cyrilli ad Augustinum de miraculis Hieronymi, ff. 86v-118v; Visio seu vita beati Salvii ep. Albiensis, ff. 135r-137r; Gobelinus Persona, Vita Meynulphi diaconi Padebornensis, ff. 137r-142v; Vita Hermanni Iosephi conf. Steinfeldensis, ff. 142v-160v; Passio s. Barbarae, ff. 160v-181v; Ubaldo di Saint-Amand, Vita s. Lebuini, ff. 182r-192r; Sermoni, ff. 193v-197r; Versus Iudionis, ff. 197r-197v; Inno per Lebuino e due preghiere, f. 197v. Il codice è interamente palinsesto, trascritto su quello che in origine era un antifonario e lezionario del XII secolo. Si distinguono tre diverse mani (ff. 1r-151r, 151v-181v, 182r-197v). ","http://www.wikidata.org/entity/Q64"
"theol. lat. 4° 339","Staatsbibliothek - Preußischer Kulturbesitz","Berlin","Sanctus Brendanus","Il manoscritto membranaceo è formato da II, 27 ff. e misura 225x165 mm. Esemplato in Spagna, forse nel Nord del paese, il codice riporta nell'antico foglio di guardia sul recto un titolo di mano coeva in lingua castigliana: Libro della ordinacion della yslas di fortunia. I fogli di guardia sono ricavati da documenti, il secondo datato 1341 e scritto in parte in latino, in parte in francese. Lungo il testo della Navigatio, a margine e nelle parti di riga rimaste vuote, una mano annota gli eventi salienti del racconto. ","http://www.wikidata.org/entity/Q64"
"111","Burgerbibliothek","Bern","Sanctus Brendanus","Il manoscritto membranaceo è formato da I, 230, I' ff. e misura 363x255 mm, con il testo disposto su due colonne. Era posseduto dal monastero di Santa Maria di Metz. Trasmette testi religiosi, Passiones  e Visiones. ","http://www.wikidata.org/entity/Q70"
"576","Burgerbibliothek","Bern","Blondus Flavius","Cartaceo, ff. 387, luogo di copia: Italia (?). Raccolta di excerpta di testi provenienti da 78 opere diverse, per lo più di carattere storiografico. Come per gli altri testi trascritti nel codice, anche per quanto riguarda la Roma instaurata il manoscritto tramanda solo un estratto dell'opera e non il testo completo. Il manoscritto proviene dalla biblioteca del filologo francese Jacques Bongars (1554-1612), a Roma nel 1580. ","https://imagoarchive.it/resource/bern"
"157","Bibliothek des St. Nikolaus-Hospitals","Bernkastel-Kues","Blondus Flavius","Cartaceo, mm. 294x220, ff. I, 208, I', luogo di copia: Roma. Due copisti: il primo ha scritto le cc. 1r-197r in una corsiva semiumanistica, mentre il secondo ha copiato il resto del codice in una vera e propria corsiva umanistica. Varianti redazionali aggiunte a margine dalla mano di Giovanni Andrea Bucci (cfr. ff. 67r, 73r, 86r, 87v, 88rv, 92v, 106v, 107r, 112r, 122r, 141r) e cancellazioni simili a quelle apposte dalla mano di Biondo al codice Ottoboniano (cfr. ff. 92rv, 132v, 136r). Contiene inoltre: Biondo Flavio, Italia illustrata (ff. 145r-196v); Poggio Bracciolini, De varietate fortune (ff. 145r-196v); traduzione del Timeo di Platone di Gregorio Tifernate (ff. 199r-208v). Possessore del codice fu Niccolò Cusano, legato apostolico in Germania per conto di Niccolò V e vescovo di Bressanone, che soggiornò a Roma dal 1450 al 1453.  *** Cartaceo, mm 294x220, ff. I, 208, I'. Due copisti: il primo ha scritto le cc. 1r-197r in una corsiva semiumanistica, mentre il secondo ha copiato il resto del codice in una vera e propria corsiva umanistica. Varianti redazionali aggiunte a margine dalla mano di Giovanni Andrea Bucci, segretario di Niccolò Cusano (cfr. ff. 67r, 73r, 86r, 87v, 88rv, 92v, 106v, 107r, 112r, 122r, 141r), e cancellazioni simili a quelle apposte dalla mano di Biondo al codice Ottoboniano (cfr. ff. 92rv, 132v, 136r). Testo, titoli (tutti in littera textualis) e note in inchiostro nero; mancano tutte le capitali di libri e capitoli. Il testo dell'Italia illustrata è incompleto, fermo alla Regio nona (Marchia Tarvisina). Contiene inoltre: Indice dei capitoli della Roma Instaurata (ff. 1r-2r); Biondo Flavio, Roma Instaurata (ff. 2r-56v); Poggio Bracciolini, De varietate fortune (ff. 145r-196v); traduzione del Timeo di Platone di Gregorio Tifernate (ff. 199r-208v). Possessore del codice fu Niccolò Cusano, legato apostolico in Germania per conto di Niccolò V e vescovo di Bressanone, che soggiornò a Roma dal 1450 al 1453. Il codice riproduce un peculiare stadio di elaborazione testuale: esso tramanda la redazione primitiva della Romandiola che Biondo aveva composto nel 1450 per il signore di Cesena, Malatesta Novello (I fase redazionale), ma contiene anche la dedica al pontefice Niccolò V (II fase redazionale del 1453). Il codice si configura pertanto come il testimone più antico della fase redazionale dell'Italia illustrata con dedica a Niccolò V.","http://www.wikidata.org/entity/Q155622"
"671","Bibliothèque Municipale","Besançon","Rorgus Fretellus de Nazareth","Il manoscritto membranaceo è formato da 159 ff. e misura 224x179 mm. Il codice trasmette la seconda redazione del testo di Fretello e riporta inoltre: Eusebio di Cesarea, Historia ecclesiastica, ff. 1r-106v; Liber provicialis (interrotto), ff. 108r-118v; versi De mensuris vulgaribus, f. 126v; ripresa e fine del Liber provincialis, ff. 127r-127v; De dignitatibus supremiis, ff. 128v-157v. Il testo è organizzato su due colonne. Il manoscritto mostra interventi di correzione da parte del primo copista, che ai ff. 120v, 121r, 121v, 122v e 125v reintegra parti di testo saltate durante la copiatura. ","http://www.wikidata.org/entity/Q37776"
"Ms. 14","Archivio storico della Provincia di Cristo Re dei Frati Minori dell'Emilia Romagna","Bologna","Alexander Ariostus","Il manoscritto cartaceo è formato da 312 pp. e misura 220 x 160 mm. Il ms. è formato da 40 fascicoli di cc. 4, fatta eccezione per il primo di cc. 2. Fu allestito da  frate Luigi Foresti da Carpi nel convento di Santo Spirito a Reggio Emilia nel 1738 ed entrò nella biblioteca di Sant'Antonio da Padova prima del 1978. Il manoscritto trasmette alcune epistole del frate Alberto da Sarteano (1385-450), l'Isagogicon di Leonardo Bruni, epistole di Guarino Veronese e Francesco Prendilacqua, la traduzione di un'epistola del patriarca di Antiochia a papa Sisto IV dall'arabo in latino a opera di Alessandro Ariosto. ","http://www.wikidata.org/entity/Q1891"
"1139 (2276)","Biblioteca Universitaria","Bologna","Blondus Flavius","Membranaceo, acefalo, mm 340x240, ff. I, 141, I'. Testo vergato a piena pagina. Scrittura umanistica libraria in inchiostro di colore nero. La prima carta, contenente la prefazione, è andata persa o è stata appositamente rimossa. Il codice tramanda una fase redazionale dell'Italia illustrata vicina all'ultima revisione del 1462. A f. 1r timbro della ""Bibliothèque Nationale"" (ripetuto sull'ultimo folio: f. 141v) e timbro della ""R. Biblioteca dell'Università di Bologna N° 2276"". Il manoscritto, ora conservato presso la Biblioteca Universitaria di Bologna, proveniva dal Convento dei canonici regolari del SS. Salvatore: la presenta del codice nel Convento è probabilmente da ricondursi all'acquisto dei libri del vescovo di Brescia Domenico Dominici che il padre priore Pellegrino Fabretti effettuò l'11 febbraio 1532. Il manoscritto fu trasferito a Parigi tra il 27 e il 28 luglio 1798, dopo l'entrata in città di Napoleone, avvenuta il 19 giugno 1796. Con la caduta di Napoleone quasi tutti i libri tornarono a Bologna e furono depositati presso la Biblioteca Pontificia, dove rimasero fino al decreto di Leone XII del 1° settembre 1827. L'11 aprile 1828 i codici furono restituiti ai Canonici del Convento del SS. Salvatore, che li custodirono fino al 1866, quando entrarono a far parte della Regia Biblioteca Universitaria, conservando però il timbro tondo di colore rosso della Bibliothèque Nationale di Parigi. ","http://www.wikidata.org/entity/Q1891"
"2539 (lat. 1308)","Biblioteca Universitaria","Bologna","Alexander Ariostus","Il manoscritto membranaceo è formato da 29 ff., misura 265 x 150 mm e presenta una rilegatura in pergamena. Trasmette anche l'epistola del patriarca di Antiochia al pontefice Sisto IV tradotta dall'arabo in latino da Alessandro Ariosto. ","http://www.wikidata.org/entity/Q1891"
"2543","Biblioteca Universitaria","Bologna","Iohannes Boccaccius","Rubrica iniziale in inchiostro rosso: f. 31r: «Clarissimi viri D. Iohannis Bochatii florentini
de montibus, silvis, fontibus, fluvii ac etiam stagnis seu paludibus».
Sporadiche note nei margini; unica nota di
mano successiva a quella del copista a f. 119v, in corrispondenza di ADRIATICUM mare: «Adria greca civitas est Iustini libro XX°».
Assente il Carme sull'Arno. ","http://www.wikidata.org/entity/Q1891"
"2926 (lat. 1589)","Biblioteca Universitaria","Bologna","Alexander Ariostus","Il manoscritto membranaceo è formato da 91 ff. e misura 125 x 95 mm. ","http://www.wikidata.org/entity/Q1891"
"S 368","Universitäts- und Landesbibliothek","Bonn","Sanctus Brendanus","Il manoscritto membranaceo è formato da 243 ff. e misura 160x114 mm. Probabilmente esemplato nella diocesi di Trier da almeno quattordici mani diverse, una sola delle quali attiva sulla Navigatio. Il codice trasmette testi religiosi e agiografici. Due degli scribi si sottoscrivono come Ludovicus (f. 162v) e Conradus (f. 229r). ","http://www.wikidata.org/entity/Q586"
"162 (145)","Bibliothèque Municipale ","Bourges","Rorgus Fretellus de Nazareth","Il manoscritto cartaceo è formato da 120 ff. e misura 224x154 mm. Il codice riporta la seconda redazione del testo di Fretello e trasmette inoltre: Jacopo de Cessole, De ludo scaccorum, ff. 1r-71v; sermone sull'umiltà, ff. 71v-81v; testo intitolato ""Quod sunt modi dilatandi sermonem"", ff. 99r-120v. ","http://www.wikidata.org/entity/Q132404"
"Ms. 077","Hoofdbibliotheek Biekorf","Bruges/Brugge","Beda Venerabilis","Il manoscritto è membranaceo, composto da 143 ff. e misura 380 x 270 mm. Il codice trasmette sei testi, cinque opere di Beda il Venerabile e l'ultimo, il sesto, il Liber Baruc dell'Antico Testamento, così suddivisi: Expositio venerabilis Bede presbiteri super Actus apostolorum  (ff. 002v-028r); Liber retractationis venerabilis Bede presbiteri in Actus (ff. 028r-044r); Venerabilis Bede presbiteri in septem epistolas canonicas (ff. 044v-100v ); Libellus Venerabilis Bede presbiteri de locis sanctis (ff. 100v-105r);  Liber venerabilis Bede presbiteri in Apocalipsi (ff. 105r-139v ); Liber Baruch (ff. 139v-143r).","http://www.wikidata.org/entity/Q12994"
" 4241 (3569)","KBR (Bibliothèque Royale de Belgique)","Bruxelles","Sanctus Brendanus","Il manoscritto cartaceo è formato da 272 ff. e misura 212x160 mm. Al f. 271 si legge il colophon: ""Ea transcripsi die Martii 20 novembris et vigilia B. Andreae apostoli anno 1608"". Nel margine del primo foglio è presente una nota che indica la provenienza del modello trascritto: ""Ex vetustissimo ms. monasterii Aquicinctensis in Belgio"". ","http://www.wikidata.org/entity/Q239"
"1160-63 (3142)","KBR (Bibliothèque Royale de Belgique)","Bruxelles","Sanctus Brendanus","Il manoscritto cartaceo e membranaceo è formato da III, 145, I' ff. e misura 290x210 mm. Probabilmente esemplato in Francia, trasmette inoltre Esemplato in Francia, il codice trasmette anche l'Itinerarius di Mandeville, la Vision Tnugdali e l'Epistola del Prete Gianni. Al f. 1v si legge l'ex libris del monastero di provenienza: ""Pertinet monasterio canonicorum regularium in Bethleem prope Lovanium"", ripetuto al f. 145v ""Pertinet in Bethleem prope Lovanium liber iste"". Il testo della Navigatio è diviso in capitoli, che appare iniziativa originale di questo manoscritto. ","http://www.wikidata.org/entity/Q239"
"14887","KBR (Bibliothèque Royale de Belgique)","Bruxelles","Iacobus Angeli de Scarperia","Il manoscritto membranaceo è formato da II, 108, II ff. e misura 532x400 mm. Scritto da un'unica mano su due colonne. Al f. 104r si legge: ""Explicit cosmographia Ptolomei inceptus et finitus anno Domini millesimoquadrigesimo octuagesimoprimo decimaquarta die mensis Februarii"" e con altra mano ""Hunc librum comparavit Raphael miseratione divina episcopus Rosensis abbas sancti Bavonis iuxta Gandauum, anno domini 1485 octava Decembris"". ","http://www.wikidata.org/entity/Q239"
"3240 (18412)","KBR (Bibliothèque Royale de Belgique)","Bruxelles","Sanctus Brendanus","Il manoscritto cartaceo è formato da 19 ff. e misura 320x210 mm. Fu posseduto dall'abbazia di St. Laurent di Liège. Al f. 1r si legge la nota: ""Vita S. Bredani quae in monasterio sancti Laurentii habetur, concordat cum vita praefati sancti, quae habetur in monasterio sanctae Mariae Bonifontis"". ","http://www.wikidata.org/entity/Q239"
"359-361","KBR (Bibliothèque Royale de Belgique)","Bruxelles","Blondus Flavius","Cartaceo, Italia, sec. XV, ff. 247. Luogo di copia: Italia.","http://www.wikidata.org/entity/Q239"
"3897-919 (3095)","KBR (Bibliothèque Royale de Belgique)","Bruxelles","Guidus Pisanus","Il manoscritto membranaceo è formato da II, 171, III' ff. e misura 262x178 mm con rigatura  a secco. Esemplato in Italia in una tarda carolina, il codice è rubricato. La legatura è antica, con assi di legno ricoperti da pelle di vitello bruna, restaurata di recente e rinforzata con elementi di metallo. Ai ff. IIv e 7r una mano del XVI secolo scrive una nota di possesso: ""Liber hospitalis S. Nicolai quem dedit domnus Io. Incus canonicus et cantor ecclesie Cardonensis cuius anima requiescat in pace"". Appartenuto quindi all'ospedale di S. Nicola da Cusa a Treviri, il codice è passato poi nella biblioteca dei Bollandisti ad Anversa, Bruxelles e Tongerlo, entrando nella Biblioteca Reale del Belgio nel 1777 o nel 1815. Il codice trasmette sei libri del Liber Guidonis e, nello specifico, il primo libro è formato da: Descrizione dell'Italia, ff. 2r-6r; Liber provinciarum Italie, ff. 7r-9r; De provinciis Italie secundum quosdam philosophos, ff. 9r-9v; Liber de origine situque et qualitate Romane urbis, ff. 9v-12r; Itinerarium provinciarum, ff. 12r-32r; Liber descriptionis totius maris, ff. 32r-35v; Itinerarium maritimum, ff. 35v-37v. Il secondo libro trasmette: De regnis militieque vocabulis liber II, ff. 38r-45r. Il terzo libro riporta: Isidoro di Siviglia, estratti di Etymologiae XIV, 2-5, ff. 45v-51r; De divisione orbis et temporis, ff. 52r-53v; descrizione dei tre continenti, ff. 53r-54r; Isidoro di Siviglia, estratto di Etymologiae, XIII, 16-17 e XIV, 6-8, ff. 54v-58v. Il quarto libro riporta: estratto delle Etymologiae, V, 39, ff. 58v-62r; Carme pisano sull'impresa contro i Saraceni del 1087, ff. 62r-64v (estraneo alla compilazione); Chronica sancti Hieronymi et Sancti Augustini, ff. 65r-74r. Il libro quinto riporta: Historia de preliis, ff. 75r-110r; Dares Phrygius, De excidio Troiae historia, ff. 111r-120v; Versi sulla morte di Ettore, f. 120v; Origo Troianorum, ff. 120v-121r; Excidium Troie, ff. 121r-140v. Il libro sesto trasmette: Prologus in Historiam Romanam, f. 140v; Paolo Diacono, Historia Romana, ff. 141v-171v, ma incompleto e tradito solo fino a XI, 7. ","http://www.wikidata.org/entity/Q239"
"3941-42 (3047)","KBR (Bibliothèque Royale de Belgique)","Bruxelles","Iacobus Angeli de Scarperia","Il manoscritto membranaceo è formato da II, 179, II' ff. e misura 245x174 mm. Note di possesso alla prima carta di guardia: ""Pertinet Roberto Deins presbitero"" e al f. 1r ""Ex Bibliotheca Patrum Carmelitarum Discalceatorum Bruxellensium"". Ai ff. 1r-16r Tabula Alphabetica. ","http://www.wikidata.org/entity/Q239"
"4562 (1136)","KBR (Bibliothèque Royale de Belgique)","Bruxelles","Gervasius Tilberiensis","Il manoscritto membranaceo è formato da 138 ff. Il codice trasmette solo gli Otia imperialia. ","http://www.wikidata.org/entity/Q239"
