"signature","libraryName","placeName","allAuthorNames","allNotes","place"
"lat. qu. 291","Biblioteca statale berlinese - Patrimonio culturale prussiano","Berlino","Rorgus Fretellus de Nazareth","Il manoscritto membranaceo è formato da 93 ff. e misura 220x155 mm. Esemplato in Germania, il codice è parzialmente datato al 1331 ai ff.1r-41v. Il manoscritto trasmette anche  il Chronicon di Martin Polono, l'Historia de ortu Ierusalem di Oliverius Coloniensis, la Narratio de viribus Agarenorum, l'Historia Damiatina di Oliviero Scolastico, il Memoriale de praerogativa Romani imperii di Alexander de Roes.  Il codice riporta il Liber di Rorgo Fretellus nella versione Henri-Sdyck, ma in modo incompleto, perché sono presenti solo i capitoli 1-56. ","http://www.wikidata.org/entity/Q64"
"lat. qu. 557","Biblioteca statale berlinese - Patrimonio culturale prussiano","Berlino","Johannes Presbyter","Il manoscritto riporta una versione modificata dell'Epistola nella sua seconda tradizione, risalente al XVI e XV secolo. ","http://www.wikidata.org/entity/Q64"
"lat. qu. 686","Biblioteca statale berlinese - Patrimonio culturale prussiano","Berlino","Rorgus Fretellus de Nazareth","Il manoscritto membranaceo è formato da 160 ff. e misura 220x154 mm. Il codice trasmette l'Haxameron di Ambrogio e il Liber di Fretellus nella seconda redazione. ","http://www.wikidata.org/entity/Q64"
"theol. lat. 2° 706 (Phillipps 627)","Biblioteca statale berlinese - Patrimonio culturale prussiano","Berlino","Sanctus Brendanus","Il manoscritto membranaceo e cartaceo è formato da VIII, 278 ff. e misura 300x210 mm. Trasmette diverse Vite e Passioni di santi e il Legendarium Berolinense. Riporta una versione abbreviata della Navigatio. ","http://www.wikidata.org/entity/Q64"
"theol. lat. 4° 141","Biblioteca statale berlinese - Patrimonio culturale prussiano","Berlino","Odoricus de Portu Naonis","Il manoscritto cartaceo è formato da due unità codicologiche: la prima, esemplata intorno al 1420 presso l'abbazia di Corbey, trasmette la Relatio di Odorico da Pordenone nella fase B, redazione D. La seconda unità, risalente al 1440-1460, riporta principalmente vite di santi. ","http://www.wikidata.org/entity/Q64"
"theol. lat. 4° 142 (Rose 797)","Biblioteca statale berlinese - Patrimonio culturale prussiano","Berlino","Sanctus Brendanus","Il manoscritto membranaceo è formato da 197 ff. e misura 160x110 mm. Trasmette inoltre la Vita Meinulphi di Gobelinus Person e la Vita sancti Lebuini di Hucbaldus Elnonensis. ","http://www.wikidata.org/entity/Q64"
"theol. lat. 4° 339","Biblioteca statale berlinese - Patrimonio culturale prussiano","Berlino","Sanctus Brendanus","Il manoscritto membranaceo è formato da II, 27 ff. e misura 225x165 mm. ","http://www.wikidata.org/entity/Q64"
"111","Berna, Burgerbibliothek","Berna","Sanctus Brendanus","Il manoscritto membranaceo è formato da I, 228, I' ff. e misura 363x255 mm, con il testo disposto su due colonne. Era posseduto dal monastero di Santa Maria di Metz. Trasmette testi religiosi e Visiones. ","http://www.wikidata.org/entity/Q70"
"141","Berna, Burgerbibliothek","Berna","Odoricus de Portu Naonis","Il manoscritto cartaceo trasmette la Relatio di Odorico da Pordenone nella fase C, redazione O. ","http://www.wikidata.org/entity/Q70"
"46","Berna, Burgerbibliothek","Berna","Burchardus de Monte Sion","Il manoscritto membranaceo è formato da 141 ff. Sono presenti annotazioni marginali. Il codice è formato da due diverse parti, ff.1-18 e 19-141, esemplate da due mani diverse. Trasmette la Descriptio nella versione lunga ma frammentaria e riporta inoltre una cronaca mutila alla fine. ","http://www.wikidata.org/entity/Q70"
"582","Berna, Burgerbibliothek","Berna","Opus sine auctore","Il manoscritto membranaceo è formato da 96 ff. Esemplato presso l'abbazia di San Gallo, trasmette inoltre il De locis sanctis di Adamnano e l'Evangelium Nicodemi. Riporta una versione mutila alla fine dell'Itinerarium. ","http://www.wikidata.org/entity/Q70"
"Cod. 458","Berna, Burgerbibliothek","Berna","Johannes Presbyter","Il manoscritto membranaceo è formato da 105 ff. e misura 230x160 mm con copertina in cartone ricoperta di pergamena leggera. Il codice trasmette la versione originale dell'Epistola. ","http://www.wikidata.org/entity/Q70"
"Ms. 671","Besançon, Bibliothèque Municipale","Besançon","Opus sine auctore","Il manoscritto membranaceo è formato da 159 ff. e misura 240x165 mm. Esemplato a Besancon, prima del 1538, trasmette anche l'Historia ecclesiastica di Eusebio di Cesarea, il Liber provincialis e il De locis sanctis di Rorgo Fretellus. ","http://www.wikidata.org/entity/Q37776"
"Ms. 14","Archivio storico della Provincia di Cristo Re dei Frati Minori dell'Emilia Romagna","Bologna","Alexander Ariostus","Il manoscritto cartaceo è formato da 312 pp. e misura 220 x 160 mm. Il ms. è formato da 40 fascicoli di cc. 4, fatta eccezione per il primo di cc. 2. Fu allestito da  frate Luigi Foresti da Carpi nel convento di Santo Spirito a Reggio Emilia nel 1738 ed entrò nella biblioteca di Sant'Antonio da Padova prima del 1978. Il manoscritto trasmette alcune epistole del frate Alberto da Sarteano (1385-450), l'Isagogicon di Leonardo Bruni, epistole di Guarino Veronese e Francesco Prendilacqua, la traduzione di un'epistola del patriarca di Antiochia a papa Sisto IV dall'arabo in latino a opera di Alessandro Ariosto. ","http://www.wikidata.org/entity/Q1891"
"2539 (lat. 1308)","Biblioteca universitaria di Bologna","Bologna","Alexander Ariostus","Il manoscritto membranaceo è formato da 29 ff., misura 265 x 150 mm e presenta una rilegatura in pergamena. Trasmette anche l'epistola del patriarca di Antiochia al pontefice Sisto IV tradotta dall'arabo in latino da Alessandro Ariosto. ","http://www.wikidata.org/entity/Q1891"
"2543","Biblioteca universitaria di Bologna","Bologna","Iohannes Boccaccius","Rubrica iniziale in inchiostro rosso: f. 31r: «Clarissimi viri D. Iohannis Bochatii florentini
de montibus, silvis, fontibus, fluvii ac etiam stagnis seu paludibus».
Assente il Carme sull'Arno. sporadiche note nei margini; unica nota di
mano successiva a quella del copista a f. 119v, in corrispondenza di ADRIATICUM mare:
«Adria greca civitas est Iustini libro XX°».","http://www.wikidata.org/entity/Q1891"
"2926 (lat. 1589)","Biblioteca universitaria di Bologna","Bologna","Alexander Ariostus","Il manoscritto membranaceo è formato da 91 ff. e misura 125 x 95 mm. ","http://www.wikidata.org/entity/Q1891"
"S 368","Universitats- und Landesbibliothek Bonn","Bonn","Sanctus Brendanus","Il manoscritto membranaceo è formato da 243 ff. e misura 155x105 mm. Probabilmente esemplato nella diocesi di Trier, fu in parte copiato da un Ludovico sacerdote e uno scriba Corrado, oltre ad essere vergato da altre mani e pervenne alla Biblioteca dell'Università di Bonn tra il 1818 e il 1846 da un precedente ignoto proprietario. Trasmette in larga parte testi religiosi e Vite di santi. ","http://www.wikidata.org/entity/Q586"
"S 448","Universitats- und Landesbibliothek Bonn","Bonn","Iohannes de Mandavilla","Il manoscritto composito, cartaceo e membranaceo, è formato da ff. V + 126 + 97, I' e misura 205x145 mm. Il codice è diviso in quattro diverse unità codicologiche: la prima risalente al 1475 ca. fu esemplata nel monastero di Roermond e corrisponde ai ff. II-III; la seconda trasmette l'Historia Hierosolymitana, ff. 1r-126v; la terza, risalente al 1475 ca., esemplata nel monastero di Roermond, corrisponde ai ff. 1-2 e trasmette alcuni capitoli dell'Itinerario di Mandeville; la quarta, risalente al 1450-1465, esemplata nel monastero di Roermond, trasmette l'Itinerarius e l'Imago mundi di Honorius Augustodunensis. Riporta aggiunte di Iohannes de Mirica della fine del XV secolo. ","http://www.wikidata.org/entity/Q586"
"84","Bratislava,  Archív Hlavného Mesta","Bratislava","Johannes Presbyter","Il codice riportava l'Epistola nella redazione D, ma solo fino al paragrafo 74. ","http://www.wikidata.org/entity/Q1780"
"msb 0002","State and University, Library Bremen","Brema","Odoricus de Portu Naonis","Il manoscritto membranaceo è formato da 179 ff. e misura 230x160 mm. Il codice riporta l'Historia trium regum di Giovanni di Hildesheim, la Chronica comitum de Marcha di Leovoldo di Northof, un Doctrinale per laici in neerlandese. Il prologo è preceduto da un'introduzione in rosso: Ista infra scripta sunt mirabilia que vidit frater Odoricus de Foro Iulii ordinis fratrum Minorum ultra mare, et que idem frater ad preceptum sui provincialis in virtude obedience scribi fecit per religiosum virum, fratrem Guillelmum de Solagna, eiusdem ordinis sub anno mense et die infra scriptis. Il codice fu probabilmente esemplato a Colonia e trasmette la Relatio nella fase C, redazione R. ","http://www.wikidata.org/entity/Q1209"
"63","  Wroclaw, Biblioteka Kapitulna","Breslavia","Burchardus de Monte Sion","Il manoscritto riporta la redazione breve della Descriptio di Burcardo da Monte Sion. ","http://www.wikidata.org/entity/Q1799"
"262","Wroclaw, Biblioteka Uniwersytecka","Breslavia","Rorgus Fretellus de Nazareth",,"http://www.wikidata.org/entity/Q1799"
"I.F.221","Wroclaw, Biblioteka Uniwersytecka","Breslavia","Burchardus de Monte Sion","Il manoscritto membranaceo e cartaceo è formato da I, 245 ff. e misura 310x215 mm. Il codice trasmette: Corrado di Soltau, Scripta in libros Sententiarum Petri Lombardi; Pseudo-Thomas de Aquino, De humanitate Christi; Ioannes de Hildesheim, Historia sanctorum trium regum sive magorum e la Descriptio di Burcardo da Monte Sion nella redazione breve. ","http://www.wikidata.org/entity/Q1799"
"I.F.277","Wroclaw, Biblioteka Uniwersytecka","Breslavia","Burchardus de Monte Sion","Il manoscritto cartaceo è formato da 378 ff. e misura 305x210 mm. Il codice trasmette il testo della Descriptio nella redazione breve. ","http://www.wikidata.org/entity/Q1799"
"I.Q.70","Wroclaw, Biblioteka Uniwersytecka","Breslavia","Odoricus de Portu Naonis","Il manoscritto cartaceo trasmette la Relatio di Odorico da Pordenone nella fase B, red. D. ","http://www.wikidata.org/entity/Q1799"
"III Q 1","Wroclaw, Biblioteka Uniwersytecka","Breslavia","Johannes Presbyter","Il codice riporta la redazione B dell'Epistola, che aggiunge notizie sul secondo palazzo regio, ma interrompe il testo al paragrafo 87. ","http://www.wikidata.org/entity/Q1799"
"IV.F 33","Wroclaw, Biblioteka Uniwersytecka","Breslavia","Johannes Presbyter","Il codice riporta la redazione B dell'Epistola, che si caratterizza per l'aggiunta di un paragrafo dedicato al secondo palazzo regio. ","http://www.wikidata.org/entity/Q1799"
"IV.F.191","Wroclaw, Biblioteka Uniwersytecka","Breslavia","Burchardus de Monte Sion","Il manoscritto membranaceo è formato da 165 ff. Trasmette la Descriptio di Burcardo da Monte Sion nella redazione breve. ","http://www.wikidata.org/entity/Q1799"
"IV.F.33","Wroclaw, Biblioteka Uniwersytecka","Breslavia","Guidus Pisanus","Il manoscritto membranaceo è formato da 176 ff. e misura 330x240 mm. Il codice è copia del ms. Berlin, Staatsbibliothek zu Berlin - Preußischer Kulturbesitz, Hamilton 637. ","http://www.wikidata.org/entity/Q1799"
"IV.F.96","Wroclaw, Biblioteka Uniwersytecka","Breslavia","Odoricus de Portu Naonis","Il manoscritto cartaceo trasmette la Relatio di Odorico da Pordenone nella fase B, red. D. Il codice discende da una copia eseguita nel 1346 da Ermanno Calvo. ","http://www.wikidata.org/entity/Q1799"
"R 445","Wroclaw, Biblioteka Uniwersytecka","Breslavia","Burchardus de Monte Sion","Il manoscritto è formato da 248 ff. e misura 215x155 mm. Trasmette la Descriptio di Burcardo da Monte Sion nella redazione breve. ","http://www.wikidata.org/entity/Q1799"
"V F 81","Wroclaw, Biblioteka Uniwersytecka","Breslavia","Johannes Presbyter","Il manoscritto trasmette la redazione A dell'Epistola, con piccole aggiunte rispetto all'originale. ","http://www.wikidata.org/entity/Q1799"
"Polska Akademia Nauk 2044/II","Wroclaw, Biblioteka Zakladu Narodowego im. Ossolinskich (Ossolineum)","Breslavia","Iohannes de Plano Carpini","Il manoscritto è formato da 21 ff. e fu trasferito a Breslavia dopo la delimitazione della Polonia alla fine della Seconda Guerra Mondiale. Il codice trasmette solo l'Historia di Giovanni di Pian del Carpine, riportato nella prima redazione del testo, priva del nono capitolo e delle aggiunte successive . ","http://www.wikidata.org/entity/Q1799"
"IV F. 103","Wrocław University Library","Breslavia","Franciscus Pipinus","Il manoscritto cartaceo è composto da 136 ff. e misura 300x215 mm con rilegatura del XV secolo. Esemplato in Polonia. ","http://www.wikidata.org/entity/Q1799"
"Mikulovská dietrichsteinská knihovna Mk 29 (II. 162)","Brno, Moravská Zemská Knihovna (olim Státní Vedecká Knihovna - Universitní Knihovna)","Brno","Iohannes de Mandavilla","Il manoscritto cartaceo è formato da 278 ff. e misura 300x220 mm con il testo disposto su due colonne. Il codice fu esemplato a Heidelberg e trasmette la versione continentale dell'Itinerarius. ","http://www.wikidata.org/entity/Q14960"
"Mk 29","Brno, Moravská Zemská Knihovna (olim Státní Vedecká Knihovna - Universitní Knihovna)","Brno","Odoricus de Portu Naonis","Il manoscritto cartaceo è formato da 278 ff. e misura 300x220 mm, con il testo disposto su due colonne. Il codice trasmette la Relatio nella fase C, redazione F. ","http://www.wikidata.org/entity/Q14960"
"162 (145)","City Archives of Bruges","Bruges","Opus sine auctore","Il manoscritto cartaceo è formato da 120 ff. Esemplato nell'abbazia benedettina di San Sulpicio di Bourges, trasmette anche il De ludo scaccorum di Iacobo de Cessolis e il Sermo de humilitate. ","http://www.wikidata.org/entity/Q12994"
"Ms. 077","Openbare Bibliotheek Brugge","Bruges","Beda Venerabilis","Il manoscritto è pergamenaceo, composto da 143 ff e misura 380 x 270 mm. Il codice trasmette sei testi, cinque opere di Beda il Venerabile e l'ultimo, il sesto, il Liber Baruc dell'Antico Testamento, così suddivisi: Expositio venerabilis Bede presbiteri super Actus apostolorum  (ff. 002v-028r); Liber retractationis venerabilis Bede presbiteri in Actus (ff. 028r-044r); Venerabilis Bede presbiteri in septem epistolas canonicas (ff. 044v-100v ); Libellus Venerabilis Bede presbiteri de locis sanctis (ff. 100v-105r);  Liber venerabilis Bede presbiteri in Apocalipsi (ff. 105r-139v ); Liber Baruch (ff. 139v-143r).","http://www.wikidata.org/entity/Q12994"
" 2921-22","  Bruxelles, KBR (olim Bibliothèque Royale «Albert Ier»)","Bruxelles","Opus sine auctore","Il manoscritto membranaceo è formato da I, 68, I ff. e misura 175x122 mm. Trasmette inoltre il De locis sanctis di Adamnano. ","http://www.wikidata.org/entity/Q239"
" 4241 (3569)","  Bruxelles, KBR (olim Bibliothèque Royale «Albert Ier»)","Bruxelles","Sanctus Brendanus","Il manoscritto cartaceo è formato da 272 ff. e misura 212x160 mm. ","http://www.wikidata.org/entity/Q239"
"10147-10158","  Bruxelles, KBR (olim Bibliothèque Royale «Albert Ier»)","Bruxelles","Opus sine auctore","Il manoscritto membranaceo è formato da 96 ff. Esemplato probabilmente nei Paesi Bassi da più copisti, trasmette anche la Vita Pilati e la Lettera dell'arcivescovo di Nazareth. ","http://www.wikidata.org/entity/Q239"
"1160-1163","  Bruxelles, KBR (olim Bibliothèque Royale «Albert Ier»)","Bruxelles","Iohannes de Mandavilla","Il manoscritto membranaceo e cartaceo è formato da III, 145, I' ff. e misura 290x210 mm. Il codice trasmette anche la Navigatio sancti Brendani, l'Epistola Iohannis Presbyteri, regis Indiae e la Relatio di Odorico da Pordedone. Riporta la versione continentale dell'Itinerarius. ","http://www.wikidata.org/entity/Q239"
"1160-1163 (3142)","  Bruxelles, KBR (olim Bibliothèque Royale «Albert Ier»)","Bruxelles","Johannes Presbyter","Il manoscritto cartaceo e membranaceo è formato da III, 145, I' ff. e misura 290x210 mm. Probabilmente esemplato in Francia, trasmette inoltre la Visio Trugdali, la Navigatio Sancti Brendani e la Relatio de mirabilibus orientalium Tartarorum di Odorico da Pordenone.  *** Il manoscritto cartaceo e membranaceo è formato da III, 145, I' ff. e misura 290x210 mm. Probabilmente esemplato in Francia, trasmette inoltre la Visio Trugdali, la Navigatio sancti Brendani e la Relatio de mirabilibus orientalium Tartarorum. Il codice riporta la redazione C dell'Epistola, risalente al XII-XIII secolo, che aggiunge al testo la descrizione dei popoli cannibali di Gog e Magog. ","http://www.wikidata.org/entity/Q239"
